StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,porlific,prior_AI_1,prior_minimum_1,prior_renewables_1,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,headlineSet,headlineOrder,headlineResponses,completed
2025-03-24 15:21:04,2025-03-24 15:23:07,IP Address,89.23.87.24,100,122,True,2025-03-24 15:23:07,R_5wuEECojTXhvL13,,,,,39.2889,-76.623,anonymous,EN,I consent to participate in this study,67e06e7a569812d82bf8051e,8,8,8,0,0,30.052,0,6.723,21.428,21.777,8,renewables-contra,"[""Green energy is cheaper than fossil fuels, a new study finds"",""Renewables are more costly and risky the deeper you dig"",""What Are The Disadvantages Of Solar Energy?"",""Study shows renewables raise food prices""]","{""Green energy is cheaper than fossil fuels, a new study finds"":""100"",""Renewables are more costly and risky the deeper you dig"":""100"",""What Are The Disadvantages Of Solar Energy?"":""100"",""Study shows renewables raise food prices"":""100""}",true
2025-03-24 15:22:08,2025-03-24 15:24:15,IP Address,97.118.203.8,100,126,True,2025-03-24 15:24:16,R_7L7AHEe368QNyCt,,,,,39.7593,-104.9651,anonymous,EN,I consent to participate in this study,672658dbfc7d27cee21d040c,5,10,10,8.917,19.299,23.676,2,5.042,45.483,45.701,25,renewables-pro,"[""Clean energy drives job growth in US energy sector"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"",""Study shows renewables raise food prices"",""Green energy is cheaper than fossil fuels, a new study finds""]","{""Clean energy drives job growth in US energy sector"":""99"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"":""96"",""Study shows renewables raise food prices"":""77"",""Green energy is cheaper than fossil fuels, a new study finds"":""100""}",true
2025-03-24 15:20:30,2025-03-24 15:24:43,IP Address,89.46.182.134,100,253,True,2025-03-24 15:24:43,R_5cuvfzKPTmuVOFj,,,,,34.9458,-81.9334,anonymous,EN,I consent to participate in this study,67dda883ae02e40c22d3b064,8,8,10,0,0,43.877,0,11.316,52.66,52.997,9,ai-pro,"[""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""Dangers of artificial intelligence in medicine"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"",""AI’s huge potential to improve healthcare""]","{""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""76"",""Dangers of artificial intelligence in medicine"":""78"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""100"",""AI’s huge potential to improve healthcare"":""92""}",true
2025-03-24 15:17:45,2025-03-24 15:24:46,IP Address,212.32.98.77,100,421,True,2025-03-24 15:24:47,R_7QnY13vSm56TOy5,,,,,37.751,-97.822,anonymous,EN,I consent to participate in this study,67deb89e2465395d9d7f4880,9,6,9,0,0,19.089,0,3.173,83.053,83.377,13,minimum-pro,"[""The federal minimum wage is poverty pay, raise it"",""Minimum wage rise gives boost to 2.7 million lowest-paid"",""After 25 years of stagnation, it’s time to raise the minimum wage"",""Raising the Minimum Wage Will Definitely Cost Jobs""]","{""The federal minimum wage is poverty pay, raise it"":""76"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""67"",""After 25 years of stagnation, it’s time to raise the minimum wage"":""76"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""34""}",true
2025-03-24 15:23:17,2025-03-24 15:25:17,IP Address,172.58.117.5,100,119,True,2025-03-24 15:25:17,R_5UwMDILq4Jd6Z6F,,,,,33.7256,-117.9119,anonymous,EN,I consent to participate in this study,6746681bf6b3a68711f268ad,6,5,7,7.941,15.564,15.9,3,5.922,27.201,27.619,17,ai-contra,"[""AI models fall short in medical coding accuracy"",""Dangers of artificial intelligence in medicine"",""AI’s huge potential to improve healthcare"",""Warnings of a Dark Side to A.I. in Health Care""]","{""AI models fall short in medical coding accuracy"":""64"",""Dangers of artificial intelligence in medicine"":""66"",""AI’s huge potential to improve healthcare"":""73"",""Warnings of a Dark Side to A.I. in Health Care"":""72""}",true
2025-03-24 15:19:59,2025-03-24 15:25:30,IP Address,23.153.64.199,100,330,True,2025-03-24 15:25:30,R_3DwEKaFTKvDdhOr,,,,,37.751,-97.822,anonymous,EN,I consent to participate in this study,67db3c2323ec750288072bf9,7,6,9,0,0,41.517,0,48.516,97.539,97.865,10,renewables-contra,"[""Renewables are more costly and risky the deeper you dig"",""Green energy is cheaper than fossil fuels, a new study finds"",""Study shows renewables raise food prices"",""What Are The Disadvantages Of Solar Energy?""]","{""Renewables are more costly and risky the deeper you dig"":""59"",""Green energy is cheaper than fossil fuels, a new study finds"":""90"",""Study shows renewables raise food prices"":""32"",""What Are The Disadvantages Of Solar Energy?"":""75""}",true
2025-03-24 15:21:37,2025-03-24 15:25:56,IP Address,77.111.117.13,100,259,True,2025-03-24 15:25:57,R_7qW1oInAI3mUrqm,,,,,37.751,-97.822,anonymous,EN,I consent to participate in this study,67e0ba9eff2d77b2a3509e3e,7,8,10,0,0,17.6,0,18.249,38.85,39.184,9,ai-contra,"[""AI models fall short in medical coding accuracy"",""Warnings of a Dark Side to A.I. in Health Care"",""Dangers of artificial intelligence in medicine"",""AI’s huge potential to improve healthcare""]","{""AI models fall short in medical coding accuracy"":""23"",""Warnings of a Dark Side to A.I. in Health Care"":""100"",""Dangers of artificial intelligence in medicine"":""72"",""AI’s huge potential to improve healthcare"":""100""}",true
2025-03-24 15:22:33,2025-03-24 15:26:46,IP Address,223.29.156.249,100,253,True,2025-03-24 15:26:46,R_7VlQ9We3abqChwr,,,,,37.751,-97.822,anonymous,EN,I consent to participate in this study,67e0c00d3a799c9d0aa0985d,1,8,9,0,0,19.23,0,15.413,81.72,82.046,10,ai-pro,"[""Dangers of artificial intelligence in medicine"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""AI’s huge potential to improve healthcare"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare""]","{""Dangers of artificial intelligence in medicine"":""100"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""77"",""AI’s huge potential to improve healthcare"":""92"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""81""}",true
2025-03-24 15:25:18,2025-03-24 15:26:58,IP Address,172.59.41.20,100,99,True,2025-03-24 15:26:58,R_7GUevVdlJXoT4xa,,,,,31.7703,-106.3006,anonymous,EN,I consent to participate in this study,663b7a3b1b519dfad91434f7,7,7,7,4.895,13.605,18.363,5,1.525,19.636,19.958,14,minimum-contra,"[""Higher minimum wages may increase homelessness"",""The federal minimum wage is poverty pay, raise it"",""Unintended consequences of minimum wage mandates"",""Raising the Minimum Wage Will Definitely Cost Jobs""]","{""Higher minimum wages may increase homelessness"":""70"",""The federal minimum wage is poverty pay, raise it"":""76"",""Unintended consequences of minimum wage mandates"":""77"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""61""}",true
2025-03-24 15:25:52,2025-03-24 15:27:33,IP Address,174.199.36.0,100,101,True,2025-03-24 15:27:34,R_3o4kD9bENVc3zhv,,,,,44.9985,-93.3029,anonymous,EN,I consent to participate in this study,678701c8882d35e2d5f621a6,7,4,8,4.59,14.442,16.321,3,3.257,26.515,26.831,19,renewables-contra,"[""Study shows renewables raise food prices"",""Renewables are more costly and risky the deeper you dig"",""What Are The Disadvantages Of Solar Energy?"",""Green energy is cheaper than fossil fuels, a new study finds""]","{""Study shows renewables raise food prices"":""67"",""Renewables are more costly and risky the deeper you dig"":""59"",""What Are The Disadvantages Of Solar Energy?"":""33"",""Green energy is cheaper than fossil fuels, a new study finds"":""30""}",true
2025-03-24 15:27:00,2025-03-24 15:28:15,IP Address,74.83.64.146,100,74,True,2025-03-24 15:28:15,R_7sShK2lyTZo3sgC,,,,,39.1638,-84.4517,anonymous,EN,I consent to participate in this study,5d34de398f657e00150dd0d5,6,8,9,0,0,19.751,0,4.393,22.694,22.901,9,renewables-pro,"[""Clean energy drives job growth in US energy sector"",""Green energy is cheaper than fossil fuels, a new study finds"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"",""Study shows renewables raise food prices""]","{""Clean energy drives job growth in US energy sector"":""80"",""Green energy is cheaper than fossil fuels, a new study finds"":""73"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"":""81"",""Study shows renewables raise food prices"":""55""}",true
2025-03-24 15:22:21,2025-03-24 15:28:38,IP Address,168.235.147.123,100,376,True,2025-03-24 15:28:38,R_75Aba4rxmMUP1nB,,,,,33.9558,-118.3893,anonymous,EN,I consent to participate in this study,67d6f319944c2aa4536bf460,7,8,8,0,0,103.354,0,7.335,72.903,73.223,11,minimum-pro,"[""The federal minimum wage is poverty pay, raise it"",""Raising the Minimum Wage Will Definitely Cost Jobs"",""Minimum wage rise gives boost to 2.7 million lowest-paid"",""After 25 years of stagnation, it’s time to raise the minimum wage""]","{""The federal minimum wage is poverty pay, raise it"":""90"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""76"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""81"",""After 25 years of stagnation, it’s time to raise the minimum wage"":""76""}",true
2025-03-24 15:27:21,2025-03-24 15:29:08,IP Address,24.101.207.115,100,107,True,2025-03-24 15:29:09,R_38sirFuJQNWtP6V,,,,,41.022,-80.6659,anonymous,EN,I consent to participate in this study,65d8795ce590801cad7297be,6,8,9,10.161,30.005,31.72,3,5.383,26.109,26.427,13,ai-pro,"[""Dangers of artificial intelligence in medicine"",""AI’s huge potential to improve healthcare"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare""]","{""Dangers of artificial intelligence in medicine"":""76"",""AI’s huge potential to improve healthcare"":""93"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""87"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""95""}",true
2025-03-24 15:27:41,2025-03-24 15:29:10,IP Address,104.51.31.141,100,88,True,2025-03-24 15:29:10,R_5r06zso1HBXN3JP,,,,,41.805,-87.8692,anonymous,EN,I consent to participate in this study,6365b5599c1775edb6d46be4,9,7,9,24.004,24.004,24.958,1,4.618,16.659,16.974,8,ai-pro,"[""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""AI’s huge potential to improve healthcare"",""Dangers of artificial intelligence in medicine"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare""]","{""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""19"",""AI’s huge potential to improve healthcare"":""34"",""Dangers of artificial intelligence in medicine"":""71"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""9""}",true
2025-03-24 15:20:45,2025-03-24 15:29:48,IP Address,73.158.22.251,100,542,True,2025-03-24 15:29:49,R_7cparMrjz83A1Tm,,,,,38.0582,-122.5419,anonymous,EN,I consent to participate in this study,677d86cf3083d1adcadd06c3,8,5,9,45.6,46.764,47.767,2,14.262,443.018,443.323,10,ai-contra,"[""AI models fall short in medical coding accuracy"",""AI’s huge potential to improve healthcare"",""Warnings of a Dark Side to A.I. in Health Care"",""Dangers of artificial intelligence in medicine""]","{""AI models fall short in medical coding accuracy"":""59"",""AI’s huge potential to improve healthcare"":""100"",""Warnings of a Dark Side to A.I. in Health Care"":""100"",""Dangers of artificial intelligence in medicine"":""100""}",true
2025-03-24 15:29:35,2025-03-24 15:30:54,IP Address,172.248.41.44,100,79,True,2025-03-24 15:30:55,R_7EisvbMY5LS55AJ,,,,,34.003,-118.4298,anonymous,EN,I consent to participate in this study,60bdb2fcc5a616acf05dc877,6,8,10,0,0,16.35,0,4.953,18.915,19.226,8,minimum-pro,"[""The federal minimum wage is poverty pay, raise it"",""Minimum wage rise gives boost to 2.7 million lowest-paid"",""Raising the Minimum Wage Will Definitely Cost Jobs"",""After 25 years of stagnation, it’s time to raise the minimum wage""]","{""The federal minimum wage is poverty pay, raise it"":""76"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""29"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""55"",""After 25 years of stagnation, it’s time to raise the minimum wage"":""59""}",true
2025-03-24 15:31:32,2025-03-24 15:32:52,IP Address,206.207.159.2,100,79,True,2025-03-24 15:32:53,R_6jd3czB1RKsmMCH,,,,,34.5926,-112.4238,anonymous,EN,I consent to participate in this study,65a839471fbaecde80617513,3,9,9,0,0,16.682,0,3.945,15.557,15.863,8,ai-pro,"[""AI’s huge potential to improve healthcare"",""Dangers of artificial intelligence in medicine"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit""]","{""AI’s huge potential to improve healthcare"":""28"",""Dangers of artificial intelligence in medicine"":""86"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""59"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""82""}",true
2025-03-24 15:30:11,2025-03-24 15:33:58,IP Address,172.56.17.110,100,227,True,2025-03-24 15:33:58,R_3n7acjdFzIP1yop,,,,,41.8986,-87.738,anonymous,EN,I consent to participate in this study,669a8393af97a5353dac45d0,6,8,5,42.797,68.052,69.641,5,16.705,44.829,45.165,9,ai-pro,"[""Dangers of artificial intelligence in medicine"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"",""AI’s huge potential to improve healthcare""]","{""Dangers of artificial intelligence in medicine"":""83"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""40"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""56"",""AI’s huge potential to improve healthcare"":""80""}",true
2025-03-24 15:32:28,2025-03-24 15:34:31,IP Address,175.29.4.76,100,123,True,2025-03-24 15:34:32,R_75XVHDq2ftbvnZs,,,,,40.7126,-74.0066,anonymous,EN,I consent to participate in this study,67ddcc41e83b170f05784358,7,7,7,4.73,21.712,26.07,3,12.348,38.909,39.25,9,minimum-pro,"[""Raising the Minimum Wage Will Definitely Cost Jobs"",""After 25 years of stagnation, it’s time to raise the minimum wage"",""The federal minimum wage is poverty pay, raise it"",""Minimum wage rise gives boost to 2.7 million lowest-paid""]","{""Raising the Minimum Wage Will Definitely Cost Jobs"":""96"",""After 25 years of stagnation, it’s time to raise the minimum wage"":""80"",""The federal minimum wage is poverty pay, raise it"":""62"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""92""}",true
2025-03-24 15:32:30,2025-03-24 15:34:40,IP Address,75.68.51.194,100,130,True,2025-03-24 15:34:40,R_5VIrcgQoM5WEUf6,,,,,42.3126,-72.2079,anonymous,EN,I consent to participate in this study,60fdf4ec0eb3705b6d362018,8,10,10,0,0,18.8,0,10.5,29.442,29.762,8,renewables-pro,"[""Clean energy drives job growth in US energy sector"",""Study shows renewables raise food prices"",""Green energy is cheaper than fossil fuels, a new study finds"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition""]","{""Clean energy drives job growth in US energy sector"":""63"",""Study shows renewables raise food prices"":""75"",""Green energy is cheaper than fossil fuels, a new study finds"":""80"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"":""30""}",true
2025-03-24 15:33:28,2025-03-24 15:35:37,IP Address,164.153.61.110,100,129,True,2025-03-24 15:35:38,R_3PXbeJ82gyuWrT3,,,,,34.4465,-82.3915,anonymous,EN,I consent to participate in this study,67c0b231003fef8657498723,6,6,6,2.762,17.655,24.493,6,3.062,48.223,48.544,19,ai-pro,"[""Dangers of artificial intelligence in medicine"",""AI’s huge potential to improve healthcare"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit""]","{""Dangers of artificial intelligence in medicine"":""100"",""AI’s huge potential to improve healthcare"":""73"",""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""75"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""72""}",true
2025-03-24 15:33:10,2025-03-24 15:36:02,IP Address,100.19.75.119,100,171,True,2025-03-24 15:36:03,R_1wt1bKNTPp5AQH7,,,,,39.7458,-75.581,anonymous,EN,I consent to participate in this study,67e0a1a0f697d75087b7050d,8,3,3,8.397,20.96,23.235,2,8.641,42.027,42.345,9,minimum-contra,"[""Unintended consequences of minimum wage mandates"",""Higher minimum wages may increase homelessness"",""Raising the Minimum Wage Will Definitely Cost Jobs"",""The federal minimum wage is poverty pay, raise it""]","{""Unintended consequences of minimum wage mandates"":""69"",""Higher minimum wages may increase homelessness"":""74"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""90"",""The federal minimum wage is poverty pay, raise it"":""36""}",true
2025-03-24 15:35:33,2025-03-24 15:36:58,IP Address,96.253.92.145,100,85,True,2025-03-24 15:36:58,R_5LjYwpSniocndkY,,,,,37.5235,-77.3158,anonymous,EN,I consent to participate in this study,65344ec64854d12a1baf93d6,3,8,9,0,0,16.985,0,5.679,22.1,22.42,10,minimum-contra,"[""Raising the Minimum Wage Will Definitely Cost Jobs"",""Higher minimum wages may increase homelessness"",""The federal minimum wage is poverty pay, raise it"",""Unintended consequences of minimum wage mandates""]","{""Raising the Minimum Wage Will Definitely Cost Jobs"":""53"",""Higher minimum wages may increase homelessness"":""77"",""The federal minimum wage is poverty pay, raise it"":""79"",""Unintended consequences of minimum wage mandates"":""66""}",true
2025-03-24 15:35:49,2025-03-24 15:37:00,IP Address,67.163.111.231,100,70,True,2025-03-24 15:37:00,R_3qlNWFtyb7qCeaq,,,,,37.4386,-79.208,anonymous,EN,I consent to participate in this study,67869e516bdb97a03d202148,7,9,7,0,0,16.526,0,14.973,26.422,26.732,9,ai-contra,"[""AI models fall short in medical coding accuracy"",""AI’s huge potential to improve healthcare"",""Dangers of artificial intelligence in medicine"",""Warnings of a Dark Side to A.I. in Health Care""]","{""AI models fall short in medical coding accuracy"":""69"",""AI’s huge potential to improve healthcare"":""78"",""Dangers of artificial intelligence in medicine"":""33"",""Warnings of a Dark Side to A.I. in Health Care"":""35""}",true
2025-03-24 15:35:00,2025-03-24 15:37:00,IP Address,47.212.104.171,100,120,True,2025-03-24 15:37:01,R_6VCTCurhFpvVIIo,,,,,35.6218,-77.396,anonymous,EN,I consent to participate in this study,60e58ea4f392d2332c5d32c2,8,4,8,3.466,3.466,27.846,1,5.933,19.009,19.316,8,minimum-contra,"[""The federal minimum wage is poverty pay, raise it"",""Higher minimum wages may increase homelessness"",""Unintended consequences of minimum wage mandates"",""Raising the Minimum Wage Will Definitely Cost Jobs""]","{""The federal minimum wage is poverty pay, raise it"":""68"",""Higher minimum wages may increase homelessness"":""76"",""Unintended consequences of minimum wage mandates"":""4"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""99""}",true
2025-03-24 15:35:31,2025-03-24 15:37:10,IP Address,173.56.103.9,100,99,True,2025-03-24 15:37:11,R_1FOo7EcHor7Z27E,,,,,40.6214,-73.9705,anonymous,EN,I consent to participate in this study,5f6e723379ef5f3be5d2fde1,9,10,10,0,0,19.364,0,3.718,19.215,19.531,8,renewables-contra,"[""Renewables are more costly and risky the deeper you dig"",""What Are The Disadvantages Of Solar Energy?"",""Study shows renewables raise food prices"",""Green energy is cheaper than fossil fuels, a new study finds""]","{""Renewables are more costly and risky the deeper you dig"":""28"",""What Are The Disadvantages Of Solar Energy?"":""41"",""Study shows renewables raise food prices"":""56"",""Green energy is cheaper than fossil fuels, a new study finds"":""66""}",true
2025-03-24 15:35:09,2025-03-24 15:37:33,IP Address,172.115.177.19,100,143,True,2025-03-24 15:37:33,R_5fC1VP569QUOvBC,,,,,34.11,-117.2955,anonymous,EN,I consent to participate in this study,643a2952413aace3f4e6d61b,8,8,7,0,0,27.845,0,14.017,33.641,33.96,8,renewables-contra,"[""Renewables are more costly and risky the deeper you dig"",""What Are The Disadvantages Of Solar Energy?"",""Green energy is cheaper than fossil fuels, a new study finds"",""Study shows renewables raise food prices""]","{""Renewables are more costly and risky the deeper you dig"":""11"",""What Are The Disadvantages Of Solar Energy?"":""50"",""Green energy is cheaper than fossil fuels, a new study finds"":""8"",""Study shows renewables raise food prices"":""34""}",true
2025-03-24 15:36:11,2025-03-24 15:37:53,IP Address,69.121.97.58,100,102,True,2025-03-24 15:37:54,R_7PBi8TF4Mdz6UUl,,,,,40.9456,-72.9345,anonymous,EN,I consent to participate in this study,66c961c7d444410662e86ca1,3,10,9,0,0,22.901,0,6.594,24.237,24.547,8,renewables-pro,"[""Green energy is cheaper than fossil fuels, a new study finds"",""Study shows renewables raise food prices"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"",""Clean energy drives job growth in US energy sector""]","{""Green energy is cheaper than fossil fuels, a new study finds"":""65"",""Study shows renewables raise food prices"":""44"",""New Financial Analysis Finds Significant Economic Benefits from Clean Energy Transition"":""64"",""Clean energy drives job growth in US energy sector"":""78""}",true
2025-03-24 15:36:57,2025-03-24 15:38:18,IP Address,72.129.131.164,100,80,True,2025-03-24 15:38:18,R_1rSZJgN3UkTfXc8,,,,,44.5034,-87.9813,anonymous,EN,I consent to participate in this study,6647dd6a6fd9fa329d3dd001,7,9,5,0,0,17.323,0,8.502,22.942,23.25,10,renewables-contra,"[""What Are The Disadvantages Of Solar Energy?"",""Study shows renewables raise food prices"",""Renewables are more costly and risky the deeper you dig"",""Green energy is cheaper than fossil fuels, a new study finds""]","{""What Are The Disadvantages Of Solar Energy?"":""54"",""Study shows renewables raise food prices"":""21"",""Renewables are more costly and risky the deeper you dig"":""14"",""Green energy is cheaper than fossil fuels, a new study finds"":""64""}",true
2025-03-24 15:35:56,2025-03-24 15:38:35,IP Address,98.176.4.38,100,158,True,2025-03-24 15:38:35,R_5gtSmXFGOHzVmYF,,,,,32.7847,-117.0203,anonymous,EN,I consent to participate in this study,6413afe0a7a13e33bb197fef,8,8,10,20.396,20.396,21.712,1,9.49,45.507,45.831,10,ai-pro,"[""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"",""Dangers of artificial intelligence in medicine"",""AI’s huge potential to improve healthcare""]","{""Less burnout for doctors, better clinical trials, among the benefits of AI in healthcare"":""7"",""How AI is set to transform our health: Drug research, vaccines, disability support and more set to benefit"":""28"",""Dangers of artificial intelligence in medicine"":""23"",""AI’s huge potential to improve healthcare"":""22""}",true
2025-03-24 15:37:31,2025-03-24 15:39:06,IP Address,96.3.151.98,100,95,True,2025-03-24 15:39:06,R_5qjGCMAqcyBS9v8,,,,,45.4636,-98.4829,anonymous,EN,I consent to participate in this study,66bc17262b207c715b144779,8,10,9,20.397,21.833,23.214,3,6.795,24.373,24.685,15,minimum-contra,"[""Unintended consequences of minimum wage mandates"",""Higher minimum wages may increase homelessness"",""The federal minimum wage is poverty pay, raise it"",""Raising the Minimum Wage Will Definitely Cost Jobs""]","{""Unintended consequences of minimum wage mandates"":""100"",""Higher minimum wages may increase homelessness"":""100"",""The federal minimum wage is poverty pay, raise it"":""100"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""60""}",true
2025-03-24 15:38:17,2025-03-24 15:39:24,IP Address,72.224.129.98,100,67,True,2025-03-24 15:39:24,R_7U7d9kJinZJkBDX,,,,,42.8115,-73.8649,anonymous,EN,I consent to participate in this study,60e5d47e17c05633eef565e3,3,9,10,0,0,17.611,0,3.73,15.458,15.771,8,minimum-pro,"[""Raising the Minimum Wage Will Definitely Cost Jobs"",""The federal minimum wage is poverty pay, raise it"",""After 25 years of stagnation, it’s time to raise the minimum wage"",""Minimum wage rise gives boost to 2.7 million lowest-paid""]","{""Raising the Minimum Wage Will Definitely Cost Jobs"":""11"",""The federal minimum wage is poverty pay, raise it"":""64"",""After 25 years of stagnation, it’s time to raise the minimum wage"":""82"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""58""}",true
2025-03-24 15:21:12,2025-03-24 15:40:05,IP Address,73.227.12.41,100,1133,True,2025-03-24 15:40:06,R_7OC9GjPdu8fuanP,,,,,42.6582,-71.3058,anonymous,EN,I consent to participate in this study,comp10956pilot,8,8,8,0,0,56.319,0,16.441,75.575,75.888,9,renewables-contra,"[""Renewables are more costly and risky the deeper you dig"",""Study shows renewables raise food prices"",""What Are The Disadvantages Of Solar Energy?"",""Green energy is cheaper than fossil fuels, a new study finds""]","{""Renewables are more costly and risky the deeper you dig"":""0"",""Study shows renewables raise food prices"":""0"",""What Are The Disadvantages Of Solar Energy?"":""100"",""Green energy is cheaper than fossil fuels, a new study finds"":""100""}",true
2025-03-24 15:36:26,2025-03-24 15:40:23,IP Address,62.72.190.151,100,237,True,2025-03-24 15:40:23,R_7ewTpbwcPlZxZnz,,,,,34.2555,-78.0075,anonymous,EN,I consent to participate in this study,67df08f55bf39d8387774f2a,8,6,9,0,0,52.435,0,26.906,61.677,62.004,8,minimum-contra,"[""Raising the Minimum Wage Will Definitely Cost Jobs"",""Higher minimum wages may increase homelessness"",""The federal minimum wage is poverty pay, raise it"",""Unintended consequences of minimum wage mandates""]","{""Raising the Minimum Wage Will Definitely Cost Jobs"":""55"",""Higher minimum wages may increase homelessness"":""89"",""The federal minimum wage is poverty pay, raise it"":""26"",""Unintended consequences of minimum wage mandates"":""55""}",true
2025-03-24 15:39:59,2025-03-24 15:41:34,IP Address,76.76.45.238,100,95,True,2025-03-24 15:41:34,R_6IFoT23IH0wXaou,,,,,41.3034,-84.7589,anonymous,EN,I consent to participate in this study,613126c4836e8b2f5308376e,4,6,6,2.665,18.482,19.801,5,3.44,15.943,16.258,17,minimum-contra,"[""Raising the Minimum Wage Will Definitely Cost Jobs"",""Unintended consequences of minimum wage mandates"",""Higher minimum wages may increase homelessness"",""The federal minimum wage is poverty pay, raise it""]","{""Raising the Minimum Wage Will Definitely Cost Jobs"":""56"",""Unintended consequences of minimum wage mandates"":""74"",""Higher minimum wages may increase homelessness"":""39"",""The federal minimum wage is poverty pay, raise it"":""28""}",true
2025-03-24 15:40:36,2025-03-24 15:42:04,IP Address,68.54.14.205,100,88,True,2025-03-24 15:42:04,R_3L6GrsQkOERsNaE,,,,,42.6678,-83.2917,anonymous,EN,I consent to participate in this study,67bf2c95cf70e4409f3fb705,7,9,10,0,0,17.107,0,4.166,18.6,18.907,8,minimum-contra,"[""The federal minimum wage is poverty pay, raise it"",""Raising the Minimum Wage Will Definitely Cost Jobs"",""Higher minimum wages may increase homelessness"",""Unintended consequences of minimum wage mandates""]","{""The federal minimum wage is poverty pay, raise it"":""92"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""27"",""Higher minimum wages may increase homelessness"":""1"",""Unintended consequences of minimum wage mandates"":""64""}",true
2025-03-24 15:41:31,2025-03-24 15:44:06,IP Address,73.199.195.22,100,154,True,2025-03-24 15:44:06,R_6M2QDCznZixQBBn,,,,,39.5287,-74.6479,anonymous,EN,I consent to participate in this study,674cef607d6743e2ea091d2b,4,6,6,5.389,16.075,17.624,4,2.722,26.152,26.466,18,minimum-pro,"[""After 25 years of stagnation, it’s time to raise the minimum wage"",""Raising the Minimum Wage Will Definitely Cost Jobs"",""The federal minimum wage is poverty pay, raise it"",""Minimum wage rise gives boost to 2.7 million lowest-paid""]","{""After 25 years of stagnation, it’s time to raise the minimum wage"":""24"",""Raising the Minimum Wage Will Definitely Cost Jobs"":""63"",""The federal minimum wage is poverty pay, raise it"":""77"",""Minimum wage rise gives boost to 2.7 million lowest-paid"":""15""}",true
